name,email,contact_form_url,rating,reviews_count,location,country,website_url,profile_url,services,source,category,sub_category,min_project,hourly_rate,employees,team_size,tagline,scraped_at
TechnoYuga Soft Pvt. Ltd.,Unreachable,,5.0,64.0,"New Delhi, India",India,https://technoyuga.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,https://clutch.co/profile/technoyuga-soft,"20% Mobile App Development, 40% AI Development, 40% Custom Software Development",Clutch.co,Development,"App Development,Custom Software Development,Flutter,Freelance Developers",,< $25 / hr,50 - 249,,,2026-02-21 00:59:41
Embacy,hello@embacy.io,,5.0,64.0,"Barcelona, Spain",Spain,http://embacy.io/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/embacy,"10% UX/UI Design, 55% Web Design, 15% Branding+2 services, 10% Low/No Code Development, 10% Web Development",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,PHP,Python & Django,Web Development,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:02:45
Keshav infotech,keshavdevelopers@gmail.com,,5.0,64.0,,,http://www.keshavinfotech.com,https://clutch.co/profile/keshav-infotech,"10% UX/UI Design, 25% Mobile App Development, 15% IoT Development+5 services, 10% API Development, 10% Application Management & Support, 10% E-Commerce Development, 10% Web Design, 10% Web Development",Clutch.co,"Design,Development","UI/UX Design,E-Commerce Development,Flutter,PHP,WordPress",,,50 - 249,,,2026-02-21 01:06:03
efelle creative,Unreachable,,5.0,63.0,"Seattle, WA",United States,http://www.seattlewebdesign.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,https://clutch.co/profile/efelle-creative,"30% Web Design, 30% Web Development, 10% Ecommerce Marketing+3 services, 10% Pay Per Click, 10% Search Engine Optimization, 10% Social Media Marketing",Clutch.co,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:01:46
Tafsol Technologies,info@tafsol.com,,5.0,63.0,,,https://tafsol.com/,https://clutch.co/profile/tafsol-technologies,"10% Web Design, 30% Mobile App Development, 25% E-Commerce Development+3 services, 25% Web Development, 5% Graphic Design, 5% Logo",Clutch.co,"Design,Development","Web Design,App Development,E-Commerce Development,Java,PHP,WordPress",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:04:41
CUT THRU Branding Agency,Unreachable,http://www.cutthru.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,5.0,63.0,"Redfern, Australia",Australia,http://www.cutthru.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cut-thru-branding-agency,"10% Logo, 10% Branding, 10% Conversion Optimization+7 services, 10% Graphic Design, 10% Marketing Strategy, 10% Packaging Design, 10% Print Design, 10% Social Media Marketing, 10% UX/UI Design, 10% Web Design",Clutch.co,"Design,Marketing","Design Agencies,Logo Design,UI/UX Design,Web Design,Digital Marketing,Full-Service Digital,Social Media Marketing",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:29:52
Shakuro,hello@shakuro.com,,5.0,62.0,"Dubai, United Arab Emirates",United Arab Emirates,https://shakuro.com/?utm_source=clutch.co&utm_medium=profile-link&utm_campaign=listing,https://clutch.co/profile/shakuro,"10% UX/UI Design, 40% Web Development, 20% Custom Software Development+3 services, 10% Low/No Code Development, 10% Mobile App Development, 10% Web Design",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,App Development,Custom Software Development,Python & Django,Web Development",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:13
Yellow,hi@yellow.systems,,5.0,60.0,"San Francisco, CA",United States,https://clutch.co/profile/yellow#review-296910,https://clutch.co/profile/yellow,"50% AI Development, 50% Web Development, 10% Flutter, 40% Django, 15% NodeJS+4, 15% React, 10% NextJS, 5% Angular, 5% VueJS",Clutch.co,Development,"Flutter,Python & Django",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:06:38
LEVIEV'S,info@levievs.co.il,,5.0,60.0,"Tel Aviv-Yafo, Israel",Israel,https://levievs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/levievs,"30% Custom Software Development, 30% Web Development, 10% AI Development+3 services, 10% Customer Service Outsourcing, 10% Cybersecurity, 10% Pay Per Click",Clutch.co,"Development,IT Services,Marketing","Custom Software Development,PHP,WordPress,All IT Services,Cybersecurity,Digital Marketing,PPC",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:11:37
Brand Vision,Info@brandvm.com,,5.0,60.0,"Toronto, Canada",Canada,https://www.brandvm.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,https://clutch.co/profile/brand-vision-1,"19.4/20 Reviews, 10/10 Clients & Experience, 9.8/10 Market Presence, 45% Web Design, 55% Other",Clutch.co,"Design,Marketing","Design Agencies,UI/UX Design,Web Design,Digital Marketing,Full-Service Digital",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:29:32
EB Pearls,support@ebpearls.com,,5.0,59.0,"Surry Hills, Australia",Australia,https://ebpearls.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-flutter,https://clutch.co/profile/eb-pearls,"20/20 Reviews, 10/10 Clients & Experience, 10/10 Market Presence, 15% Custom Software Development20% Flutter, 20% Flutter, 50% Mobile App Development, 35% Other",Clutch.co,"Design,Development","Design Agencies,Web Design,App Development,Custom Software Development,Flutter",,$25 - $49 / hr,250 - 999,,,2026-02-21 01:00:03
xfive,contact@xfive.co,,5.0,59.0,"Kraków, Poland",Poland,https://www.xfive.co/?utm_campaign=305765621-CLUTCH_Q1-Q2-26&utm_source=clutch.co&utm_medium=paid&utm_content=developers-wordpress,https://clutch.co/profile/xfive,"20/20 Reviews, 10/10 Clients & Experience, 9.9/10 Market Presence, 70% Web Development100% WordPress CMS, 100% WordPress CMS, 30% Other",Clutch.co,"Design,Development","Design Agencies,Web Design,Web Development,WordPress",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:01:27
unicrew,hello@unicrew.com,,5.0,58.0,"L'viv, Ukraine",Ukraine,https://unicrew.com,https://clutch.co/profile/unicrew,"20/20 Reviews, 10/10 Clients & Experience, 9.5/10 Market Presence, 40% Web Development100% WordPress CMS, 100% WordPress CMS, 60% Other",Clutch.co,"Development,IT Services",".NET,App Development,Custom Software Development,Flutter,Java,PHP,Web Development,WordPress,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 00:59:42
AgileEngine,Unreachable,,5.0,58.0,"Boca Raton, FL",United States,http://agileengine.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=profile-button,https://clutch.co/profile/agileengine,"19.6/20 Reviews, 10/10 Clients & Experience, 9.8/10 Market Presence, 15% IT Staff Augmentation, 85% Other",Clutch.co,"Design,Development,IT Services","Design Agencies,UI/UX Design,App Development,Custom Software Development,Freelance Developers,Java,Python & Django,Web Development,IT Staff Augmentation",,$25 - $49 / hr,"1,000 - 9,999",,,2026-02-21 00:59:42
You are launched,49000i@urlaunched.comBook,,5.0,57.0,"Limassol, Cyprus",Cyprus,https://www.urlaunched.com/expertise/mvp?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers,https://clutch.co/profile/you-are-launched,"19.4/20 Reviews, 10/10 Clients & Experience, 10/10 Market Presence, 50% Mobile App Development, 50% Other",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development",,$25 - $49 / hr,50 - 249,,,2026-02-21 00:59:42
Origami Studios,info@origamistudios.us,,5.0,56.0,"Parsippany-Troy Hills, NJ",United States,https://origamistudios.us/app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,https://clutch.co/profile/origami-studios,"40% Mobile App Development, 30% AI Development, 30% Custom Software Development",Clutch.co,Development,"App Development,Custom Software Development,Flutter",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:13
SPLIT Development - Shopify Plus Agency,info@splitdev.com,,5.0,56.0,"Kropyvnytskyi, Ukraine",Ukraine,https://splitdev.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=Clutchorganic,https://clutch.co/profile/split-development-shopify-plus-agency,"25% Web Design, 50% E-Commerce Development, 25% Web Development",Clutch.co,"Design,Development","Web Design,E-Commerce Development,PHP,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:04:57
4soft,office@4soft.co,,5.0,55.0,"Wrocław, Poland",Poland,https://www.4soft.co/blockchain?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-blockchain,https://clutch.co/profile/4soft,"20/20 Reviews, 10/10 Clients & Experience, 9.3/10 Market Presence, 100% Blockchain",Clutch.co,Development,Blockchain,,$50 - $99 / hr,50 - 249,,,2026-02-21 01:17:21
INSIDEA,sales@insidea.com,,5.0,54.0,"Dover, DE",United States,https://insidea.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/insidea,"15% Email Marketing, 15% Pay Per Click, 10% Advertising+6 services, 10% CRM Consulting and SI, 10% Ecommerce Marketing, 10% Social Media Marketing, 10% UX/UI Design, 10% Web Design, 10% Web Development",Clutch.co,"Design,Development,IT Services,Marketing","Design Agencies,UI/UX Design,Web Design,Web Development,WordPress,All IT Services,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:14:50
Visibility Gurus,hello@visibilitygurus.com,,5.0,54.0,"Sahibzada Ajit Singh Nagar, India",India,https://visibilitygurus.com/,https://clutch.co/profile/visibility-gurus,"20% Social Media Marketing, 40% Search Engine Optimization, 30% Pay Per Click+1 service, 10% Other Digital Marketing",Clutch.co,Marketing,"Digital Marketing,PPC,Social Media Marketing",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:31:17
Unitix,customer@unitix.pro,,5.0,54.0,"Kyiv, Ukraine",Ukraine,https://unitix.pro//?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/unitix,"18.8/20 Reviews, 10/10 Clients & Experience, 8.9/10 Market Presence, 90% Pay Per Click, 10% Other",Clutch.co,Marketing,"Digital Marketing,PPC,Social Media Marketing",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:31:37
LevelUp Leads,john@levelupleads.io,,5.0,54.0,"Laguna Beach, CA",United States,https://levelupleads.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-email,https://clutch.co/profile/levelup-leads,"10% Email Marketing, 80% Sales Outsourcing, 10% Call Center Services",Clutch.co,Marketing,"Digital Marketing,Email Marketing",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:31:58
ServReality,info@servreality.com,,5.0,53.0,"Kyiv, Ukraine",Ukraine,https://servreality.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-virtual-reality,https://clutch.co/profile/servreality,"20/20 Reviews, 9.1/10 Clients & Experience, 9.6/10 Market Presence, 30% AR/VR Development, 70% Other",Clutch.co,Development,"AR/VR,Flutter",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:19:03
Ladybugz Interactive Agency,lysa@ladybugz.com,,5.0,53.0,"Hudson, MA",United States,http://www.ladybugz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ladybugz-interactive-agency,"18.4/20 Reviews, 10/10 Clients & Experience, 9/10 Market Presence, 60% Web Design, 40% Other",Clutch.co,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:29:32
SEO Tech Experts Pvt Ltd,info@seotechexperts.com,,5.0,53.0,"Gurugram, India",India,https://www.seotechexperts.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/seo-tech-experts,"35% Search Engine Optimization, 20% Pay Per Click, 10% Branding+5 services, 10% Social Media Marketing, 10% Web Design, 5% Advertising, 5% Ecommerce Marketing, 5% Web Development",Clutch.co,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:29:42
CodeNinja,hello@codeninjaconsulting.com,,5.0,52.0,"Dallas, TX",United States,https://www.codeninjaconsulting.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-staff-augmentation,https://clutch.co/profile/codeninja,"19.8/20 Reviews, 10/10 Clients & Experience, 8.4/10 Market Presence, 25% IT Staff Augmentation, 75% Other",Clutch.co,"Development,IT Services",".NET,Custom Software Development,Flutter,Java,IT Staff Augmentation",,$25 - $49 / hr,250 - 999,,,2026-02-21 00:59:52
Rubyroid Labs,hi@rubyroidlabs.com,,5.0,52.0,"Warszawa, Poland",Poland,https://rubyroidlabs.com/services/ror_development?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/rubyroid-labs,"15% Mobile App Development, 20% Custom Software Development, 20% IT Staff Augmentation+3 services, 15% UX/UI Design, 15% Web Design, 15% Web Development",Clutch.co,"Design,Development,IT Services","Design Agencies,UI/UX Design,Web Design,App Development,Custom Software Development,Web Development,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:00:13
Flamingo Agency,info@flamingoagency.com,,5.0,52.0,"Chicago, IL",United States,https://flamingoagency.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,https://clutch.co/profile/flamingo-agency,"18.4/20 Reviews, 10/10 Clients & Experience, 9.5/10 Market Presence, 80% Web Design, 20% Other",Clutch.co,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:02:26
Marketing Deck,contact@marketingdeck.com,,5.0,52.0,"București, Romania",Romania,https://marketingdeck.com,https://clutch.co/profile/marketing-deck,"65% Social Media Marketing, 20% Pay Per Click, 15% Web Design",Clutch.co,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:29:52
Origin Films,Unreachable,,5.0,52.0,"Toronto, Canada",Canada,http://www.originfilms.ca/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/origin-films,"10% Content Marketing, 45% Video Production, 35% Social Media Marketing+1 service, 10% Video Marketing",Clutch.co,Marketing,"Content Marketing,Digital Marketing,Social Media Marketing",,$150 - $199 / hr,2 - 9,,,2026-02-21 01:31:57
Foreignerds INC.,contact@foreignerds.com,,5.0,51.0,"Sheridan, WY",United States,https://foreignerds.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,https://clutch.co/profile/foreignerds,"25% Mobile App Development, 20% Custom Software Development, 20% Search Engine Optimization+3 services, 15% E-Commerce Development, 10% UX/UI Design, 10% Web Development",Clutch.co,"Design,Development,Marketing","UI/UX Design,App Development,Custom Software Development,E-Commerce Development,Web Development,Digital Marketing,Full-Service Digital",,$25 - $49 / hr,250 - 999,,,2026-02-21 01:01:12
OpenMoves,support@openmoves.com,,5.0,51.0,"Huntington, NY",United States,https://openmoves.com/paid-media/?utm_source=clutch.co&utm_medium=referral&utm_campaign=ppc,https://clutch.co/profile/openmoves,"18.2/20 Reviews, 10/10 Clients & Experience, 9.5/10 Market Presence, 60% Pay Per Click, 40% Other",Clutch.co,Marketing,"Digital Marketing,PPC,Social Media Marketing",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:31:26
Net Reputation,info@netreputation.com,,5.0,51.0,"Sarasota, FL",United States,https://www.netreputation.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=pr-firms,https://clutch.co/profile/net-reputation,"17.8/20 Reviews, 10/10 Clients & Experience, 9.8/10 Market Presence, 65% Public Relations, 35% Other",Clutch.co,Marketing,"Digital Marketing,PR Firms",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:31:58
Devenup SEO,hello@devenup.com,,5.0,51.0,"Chernihiv, Ukraine",Ukraine,https://devenup.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/devenup-seo,"90% Search Engine Optimization, 10% Pay Per Click",Clutch.co,Marketing,"Digital Marketing,PPC",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:34:15
Phenomenon Studio,Unreachable,,5.0,50.0,"Dover, DE",United States,https://phenomenonstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=top_design_agencies,https://clutch.co/profile/phenomenon-studio,"19.6/20 Reviews, 9.6/10 Clients & Experience, 8.8/10 Market Presence, 35% Digital Design, 10% Product Design, 55% Other",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,App Development,Custom Software Development,Web Development,WordPress",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:00:34
Dedicated Developers,Unreachable,,5.0,50.0,"Atlanta, GA",United States,https://dedicateddevelopers.com/global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=app-developers,https://clutch.co/profile/dedicated-developers,"20/20 Reviews, 10/10 Clients & Experience, 9.3/10 Market Presence, 65% Mobile App Development, 35% Other",Clutch.co,Development,".NET,App Development,PHP,Web Development",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:01:27
mobitouch,hello@mobitouch.net,,5.0,50.0,"Rzeszów, Poland",Poland,https://mobitouch.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-flutter,https://clutch.co/profile/mobitouch,"20/20 Reviews, 10/10 Clients & Experience, 9.6/10 Market Presence, 30% Web Development, 50% Mobile App Development, 20% Other",Clutch.co,Development,".NET,App Development,Flutter,Web Development",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:01:36
